DATATYPE,DATATYPESUBCATEGORY,PURPOSE,PURPOSESUBCATEGORY,COMPANIES,IN_NODES,IN_NODES
DEVICE SETTINGS,DEVICE INFO,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,17
DEVICE SETTINGS,DEVICE INFO,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,26
DEVICE SETTINGS,DEVICE INFO,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,27
DEVICE SETTINGS,DEVICE INFO,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,21
DEVICE SETTINGS,DEVICE INFO,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,22
DEVICE SETTINGS,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,24
DEVICE SETTINGS,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,23
DEVICE SETTINGS,DEVICE INFO,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",37,29
DEVICE SIGNALS,DEVICE SIGNALS,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,25
DEVICE SIGNALS,DEVICE SIGNALS,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,11
DEVICE SIGNALS,DEVICE SIGNALS,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,13
DEVICE SIGNALS,DEVICE SIGNALS,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,18
DEVICE SIGNALS,DEVICE SIGNALS,ANYONE,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,28
DEVICE SIGNALS,DEVICE SIGNALS,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,20
DEVICE SIGNALS,DEVICE SIGNALS,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,14
DEVICE SIGNALS,DEVICE SIGNALS,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,15
DEVICE SIGNALS,DEVICE SIGNALS,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,19
DEVICE SIGNALS,DEVICE SIGNALS,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,12
DEVICE SIGNALS,DEVICE SIGNALS,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,16
DEVICE SIGNALS,DEVICE SIGNALS,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,17
DEVICE SIGNALS,DEVICE SIGNALS,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,26
DEVICE SIGNALS,DEVICE SIGNALS,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,27
DEVICE SIGNALS,DEVICE SIGNALS,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,21
DEVICE SIGNALS,DEVICE SIGNALS,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,22
DEVICE SIGNALS,DEVICE SIGNALS,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,24
DEVICE SIGNALS,DEVICE SIGNALS,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,23
DEVICE SIGNALS,DEVICE SIGNALS,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",41,29
DRIVER'S LICENSE NUMBER,PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,AMAZON,55,25
DRIVER'S LICENSE NUMBER,PERSONAL DATA,ADVERTISING,ADVERTISING,AMAZON,55,11
DRIVER'S LICENSE NUMBER,PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,AMAZON,55,20
DRIVER'S LICENSE NUMBER,PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,AMAZON,55,14
DRIVER'S LICENSE NUMBER,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,AMAZON,55,15
DRIVER'S LICENSE NUMBER,PERSONAL DATA,OTHER,ADVERTISING,AMAZON,55,12
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,AMAZON,55,16
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,AMAZON,55,26
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,AMAZON,55,27
DRIVER'S LICENSE NUMBER,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,AMAZON,55,21
DRIVER'S LICENSE NUMBER,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,AMAZON,55,22
DRIVER'S LICENSE NUMBER,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,55,23
FAMILY MEMBERS INFORMATION,PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,FACEBOOK,56,25
FILE INFO,DEVICE INFO,ACCOUNT SECURITY,SAFETY AND SECURITY,FACEBOOK,38,25
FILE INFO,DEVICE INFO,ANY PURPOSE,ANY PURPOSE,"FACEBOOK,GOOGLE",38,18
FILE INFO,DEVICE INFO,COMPANY OPERATIONS,OPERATIONS,APPLE,38,20
IP ADDRESS,DEVICE INFO,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,25
IP ADDRESS,DEVICE INFO,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,11
IP ADDRESS,DEVICE INFO,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,13
IP ADDRESS,DEVICE INFO,ANYONE,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,28
IP ADDRESS,DEVICE INFO,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,20
IP ADDRESS,DEVICE INFO,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,14
IP ADDRESS,DEVICE INFO,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,15
IP ADDRESS,DEVICE INFO,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,19
IP ADDRESS,DEVICE INFO,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,12
IP ADDRESS,DEVICE INFO,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,16
IP ADDRESS,DEVICE INFO,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,17
IP ADDRESS,DEVICE INFO,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,26
IP ADDRESS,DEVICE INFO,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,21
IP ADDRESS,DEVICE INFO,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,22
IP ADDRESS,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,23
IP ADDRESS,DEVICE INFO,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",39,29
LOCATION HISTORY,LOCATION FROM DEVICE,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,25
LOCATION HISTORY,LOCATION FROM DEVICE,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,11
LOCATION HISTORY,LOCATION FROM DEVICE,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,13
LOCATION HISTORY,LOCATION FROM DEVICE,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,18
LOCATION HISTORY,LOCATION FROM DEVICE,ANYONE,THIRD PARTY,APPLE,44,28
LOCATION HISTORY,LOCATION FROM DEVICE,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,20
LOCATION HISTORY,LOCATION FROM DEVICE,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,14
LOCATION HISTORY,LOCATION FROM DEVICE,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,15
LOCATION HISTORY,LOCATION FROM DEVICE,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,19
LOCATION HISTORY,LOCATION FROM DEVICE,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,12
LOCATION HISTORY,LOCATION FROM DEVICE,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,16
LOCATION HISTORY,LOCATION FROM DEVICE,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,17
LOCATION HISTORY,LOCATION FROM DEVICE,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,26
LOCATION HISTORY,LOCATION FROM DEVICE,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,27
LOCATION HISTORY,LOCATION FROM DEVICE,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,21
LOCATION HISTORY,LOCATION FROM DEVICE,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,22
LOCATION HISTORY,LOCATION FROM DEVICE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,23
LOCATION HISTORY,LOCATION FROM DEVICE,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",44,29
LOGIN INFORMATION,PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,25
LOGIN INFORMATION,PERSONAL DATA,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,11
LOGIN INFORMATION,PERSONAL DATA,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,13
LOGIN INFORMATION,PERSONAL DATA,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,18
LOGIN INFORMATION,PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,"APPLE,FACEBOOK,GOOGLE",57,20
LOGIN INFORMATION,PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,14
LOGIN INFORMATION,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,15
LOGIN INFORMATION,PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,19
LOGIN INFORMATION,PERSONAL DATA,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,12
LOGIN INFORMATION,PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,16
LOGIN INFORMATION,PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,17
LOGIN INFORMATION,PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,26
LOGIN INFORMATION,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,27
LOGIN INFORMATION,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,"AMAZON,FACEBOOK,GOOGLE",57,21
LOGIN INFORMATION,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,22
LOGIN INFORMATION,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",57,23
NAME,PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",,
NAME,PERSONAL DATA,ADVERTISING,ADVERTISING,"AMAZON,APPLE",,
NAME,PERSONAL DATA,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK",,
NAME,PERSONAL DATA,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",,
NAME,PERSONAL DATA,ANYONE,THIRD PARTY,APPLE,58,28
NAME,PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",,
NAME,PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK",,
NAME,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK",,
NAME,PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK",,
NAME,PERSONAL DATA,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",,
NAME,PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE",,
NAME,PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK",,
NAME,PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE",,
NAME,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE",,
NAME,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",,
NAME,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE",,
NAME,PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,FACEBOOK,58,24
NAME,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE",,
NAME,PERSONAL DATA,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK",,
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,FACEBOOK",45,25
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ADVERTISING,ADVERTISING,APPLE,45,11
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,13
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ANY PURPOSE,ANY PURPOSE,"FACEBOOK,GOOGLE",45,18
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,ANYONE,THIRD PARTY,APPLE,45,28
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,COMPANY OPERATIONS,OPERATIONS,"AMAZON,FACEBOOK",45,20
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE",45,14
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,15
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,19
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,12
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,16
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,FACEBOOK",45,17
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,26
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PROTECT COMPANY,SAFETY AND SECURITY,APPLE,45,27
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,21
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",45,22
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,APPLE,45,23
NEARBY LOCATIONS AND PEOPLE,LOCATION FROM DEVICE,THIRD PARTY,THIRD PARTY,"APPLE,GOOGLE,FACEBOOK",45,29
NETWORK INFO,DEVICE INFO,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,25
NETWORK INFO,DEVICE INFO,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,11
NETWORK INFO,DEVICE INFO,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,13
NETWORK INFO,DEVICE INFO,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,18
NETWORK INFO,DEVICE INFO,ANYONE,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,28
NETWORK INFO,DEVICE INFO,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,20
NETWORK INFO,DEVICE INFO,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,14
NETWORK INFO,DEVICE INFO,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,15
NETWORK INFO,DEVICE INFO,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,19
NETWORK INFO,DEVICE INFO,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,12
NETWORK INFO,DEVICE INFO,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,16
NETWORK INFO,DEVICE INFO,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,17
NETWORK INFO,DEVICE INFO,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,26
NETWORK INFO,DEVICE INFO,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,27
NETWORK INFO,DEVICE INFO,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,21
NETWORK INFO,DEVICE INFO,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,22
NETWORK INFO,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,24
NETWORK INFO,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,23
NETWORK INFO,DEVICE INFO,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",40,29
NON-PERSONAL DATA,NON-PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",47,25
NON-PERSONAL DATA,NON-PERSONAL DATA,ADVERTISING,ADVERTISING,"AMAZON,APPLE",47,11
NON-PERSONAL DATA,NON-PERSONAL DATA,ANALYTICS,ANALYTICS,"AMAZON,APPLE",47,13
NON-PERSONAL DATA,NON-PERSONAL DATA,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",47,18
NON-PERSONAL DATA,NON-PERSONAL DATA,ANYONE,THIRD PARTY,APPLE,47,28
NON-PERSONAL DATA,NON-PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",47,20
NON-PERSONAL DATA,NON-PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE",47,14
NON-PERSONAL DATA,NON-PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE",47,15
NON-PERSONAL DATA,NON-PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE",47,19
NON-PERSONAL DATA,NON-PERSONAL DATA,OTHER,ADVERTISING,"AMAZON,APPLE,GOOGLE",47,12
NON-PERSONAL DATA,NON-PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE",47,16
NON-PERSONAL DATA,NON-PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE",47,17
NON-PERSONAL DATA,NON-PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE",47,26
NON-PERSONAL DATA,NON-PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE",47,27
NON-PERSONAL DATA,NON-PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",47,21
NON-PERSONAL DATA,NON-PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE",47,22
NON-PERSONAL DATA,NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE",47,23
NON-PERSONAL DATA,NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK",47,29
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,25
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,11
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,13
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,18
OTHER ACCOUNT INFORMATION,PERSONAL DATA,ANYONE,THIRD PARTY,"APPLE,FACEBOOK,GOOGLE",59,28
OTHER ACCOUNT INFORMATION,PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,20
OTHER ACCOUNT INFORMATION,PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,14
OTHER ACCOUNT INFORMATION,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,15
OTHER ACCOUNT INFORMATION,PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,19
OTHER ACCOUNT INFORMATION,PERSONAL DATA,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,12
OTHER ACCOUNT INFORMATION,PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,16
OTHER ACCOUNT INFORMATION,PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",59,17
